student_id,age,gender,category,state,preferred_stream,entrance_exam,entrance_score,board_percentage,extracurricular_score,admission_probability,admission_status,scholarship_eligibility
2099.0,20,male,sc,himachal pradesh,nursing,cet,6,85.11,0,0.259,admitted,yes
2100.0,17,male,sc,goa,law,cet,45,98.13,3,0.434,rejected,no
2101.0,20,other,st,himachal pradesh,agriculture,cet,163,69.61,1,0.27,admitted,no
2102.0,19,male,obc,kerala,management,cet,119,91.5,6,0.49,admitted,yes
2103.0,17,male,st,kerala,pharmacy,none,0,88.05,5,0.367,rejected,no
2104.0,17,other,sc,karnataka,agriculture,none,0,94.35,8,0.467,rejected,no
2105.0,20,male,obc,maharashtra,computer applications,none,0,83.17,10,0.422,rejected,no
2106.0,18,male,st,madhya pradesh,architecture,cet,10,97.32,6,0.459,admitted,yes
2107.0,20,male,obc,himachal pradesh,pharmacy,none,0,95.86,0,0.333,rejected,no
2108.0,17,other,general,meghalaya,science,cet,153,51.69,5,0.206,admitted,no
2109.0,18,other,sc,gujarat,science,none,0,75.83,4,0.26,rejected,no
2110.0,18,other,sc,tripura,architecture,cet,76,66.39,4,0.242,rejected,no
2111.0,18,other,obc,nagaland,arts,none,0,92.33,3,0.361,rejected,no
2112.0,19,male,general,haryana,architecture,none,0,70.46,0,0.148,rejected,no
2113.0,20,female,sc,odisha,management,cet,138,95.68,3,0.479,rejected,no
2114.0,20,female,st,uttar pradesh,engineering,jee,204,95.39,9,0.63,admitted,yes
2115.0,19,male,ews,punjab,medical,neet,552,68.21,3,0.558,admitted,no
2116.0,17,other,obc,rajasthan,architecture,none,0,78.75,1,0.226,admitted,no
2117.0,20,female,sc,goa,nursing,cet,194,51.38,0,0.14,rejected,no
2118.0,19,other,ews,chhattisgarh,pharmacy,none,0,67.85,5,0.22,rejected,no
2119.0,19,male,obc,manipur,management,cet,155,82.9,6,0.452,admitted,no
2120.0,19,other,sc,haryana,commerce,none,0,60.57,9,0.24,rejected,no
2121.0,20,male,st,bihar,science,cet,78,57.94,1,0.128,rejected,no
2122.0,20,male,sc,telangana,science,none,0,97.7,1,0.364,rejected,no
2123.0,19,female,ews,himachal pradesh,nursing,cet,33,79.18,0,0.234,rejected,no
2124.0,19,male,obc,rajasthan,computer applications,none,0,78.24,4,0.277,admitted,no
2125.0,19,male,sc,punjab,arts,cet,130,91.02,4,0.458,rejected,no
2126.0,18,other,sc,bihar,engineering,jee,85,77.87,1,0.277,rejected,no
2127.0,18,female,st,chhattisgarh,agriculture,cet,10,82.31,9,0.404,admitted,yes
2128.0,19,female,obc,meghalaya,commerce,none,0,65.36,7,0.238,admitted,no
2129.0,17,male,obc,mizoram,science,cet,179,68.88,3,0.312,rejected,no
2130.0,18,other,obc,haryana,management,none,0,63.68,7,0.226,rejected,no
2131.0,19,other,obc,bihar,medical,neet,349,79.93,5,0.543,rejected,no
2132.0,20,other,general,mizoram,science,none,0,79.77,4,0.288,rejected,no
2133.0,19,female,ews,gujarat,pharmacy,none,0,58.28,9,0.223,rejected,no
2134.0,18,female,obc,chhattisgarh,medical,neet,524,88.21,8,0.7310099999999984,rejected,no
2135.0,18,male,obc,jharkhand,agriculture,none,0,59.68,3,0.124,rejected,no
2136.0,19,male,ews,jharkhand,nursing,none,0,84.26,10,0.43,rejected,no
2137.0,19,male,st,karnataka,computer applications,none,0,53.14,5,0.113,admitted,no
2138.0,17,female,obc,karnataka,pharmacy,cet,8,95.92,7,0.465,rejected,no
2139.0,19,other,obc,manipur,pharmacy,cet,192,53.0,2,0.187,rejected,no
2140.0,18,other,ews,maharashtra,commerce,cet,141,53.22,10,0.299,admitted,yes
2141.0,19,male,obc,andhra pradesh,medical,neet,634,54.31,4,0.573,rejected,no
2142.0,20,male,ews,gujarat,medical,neet,419,72.71,4,0.519,admitted,no
2143.0,20,male,st,maharashtra,medical,neet,2,77.54,0,0.201,rejected,no
2144.0,19,male,st,odisha,engineering,cet,75,57.57,3,0.159,rejected,no
2145.0,18,female,sc,andhra pradesh,management,none,0,87.54,0,0.272,rejected,no
2146.0,18,other,general,sikkim,management,cet,118,56.17,2,0.16,rejected,no
2147.0,17,male,ews,assam,management,none,0,96.89,3,0.394,admitted,yes
2148.0,20,other,sc,mizoram,arts,cet,151,71.72,7,0.386,admitted,no
2149.0,20,female,general,goa,medical,neet,574,77.15,10,0.7310099999999984,admitted,yes
2150.0,20,female,ews,telangana,science,none,0,88.29,10,0.459,admitted,yes
2151.0,18,other,obc,odisha,computer applications,cet,39,91.51,7,0.454,admitted,yes
2152.0,18,other,obc,rajasthan,agriculture,cet,129,89.85,4,0.448,rejected,no
2153.0,20,other,st,sikkim,engineering,jee,271,66.83,2,0.341,admitted,no
2154.0,19,female,obc,arunachal pradesh,management,none,0,87.24,3,0.324,rejected,no
2155.0,19,male,general,tamil nadu,agriculture,cet,13,54.35,2,0.076,rejected,no
2156.0,18,other,obc,assam,computer applications,none,0,81.43,0,0.228,rejected,no
2157.0,18,other,st,manipur,science,none,0,67.81,0,0.129,rejected,no
2158.0,19,other,sc,nagaland,architecture,cet,49,50.86,9,0.202,rejected,no
2159.0,20,female,st,telangana,computer applications,none,0,89.57,2,0.323,rejected,no
2160.0,18,male,general,odisha,nursing,cet,136,93.97,3,0.465,admitted,yes
2161.0,20,male,obc,odisha,management,cet,119,56.35,6,0.235,rejected,no
2162.0,17,female,obc,uttar pradesh,arts,cet,94,58.25,0,0.123,admitted,no
2163.0,18,female,general,andhra pradesh,management,none,0,56.42,5,0.137,rejected,no
2164.0,20,male,st,andhra pradesh,medical,neet,540,99.53,4,0.7310099999999984,admitted,yes
2165.0,20,other,obc,chhattisgarh,medical,neet,412,52.8,9,0.461,rejected,no
2166.0,20,female,sc,gujarat,engineering,cet,7,84.76,5,0.347,admitted,no
2167.0,18,male,ews,madhya pradesh,pharmacy,cet,158,51.99,1,0.139,admitted,no
2168.0,20,female,obc,sikkim,engineering,jee,127,82.46,8,0.466,admitted,yes
2169.0,20,other,general,karnataka,medical,neet,121,98.48,3,0.487,admitted,yes
2170.0,20,female,ews,telangana,agriculture,none,0,58.62,7,0.189,rejected,no
2171.0,17,other,obc,mizoram,arts,none,0,84.5,5,0.341,rejected,no
2172.0,19,other,obc,madhya pradesh,architecture,cet,84,85.1,9,0.474,rejected,no
2173.0,20,female,st,rajasthan,law,cet,71,66.35,7,0.293,rejected,no
2174.0,20,female,general,madhya pradesh,engineering,cet,97,94.18,8,0.531,admitted,yes
2175.0,17,male,obc,arunachal pradesh,architecture,cet,10,84.85,1,0.277,rejected,no
2176.0,20,other,general,tamil nadu,medical,neet,143,60.7,0,0.174,admitted,no
2177.0,17,other,ews,bihar,management,none,0,57.11,9,0.215,rejected,no
2178.0,18,female,obc,kerala,management,cet,114,92.14,8,0.528,rejected,no
2179.0,19,male,sc,chhattisgarh,management,cet,67,51.75,0,0.057,rejected,no
2180.0,18,female,sc,rajasthan,arts,none,0,93.43,7,0.442,admitted,yes
2181.0,19,other,sc,mizoram,law,none,0,54.65,8,0.179,rejected,no
2182.0,17,male,general,tripura,computer applications,none,0,93.59,6,0.425,rejected,no
2183.0,19,female,obc,tamil nadu,law,none,0,62.74,4,0.165,rejected,no
2184.0,19,female,ews,gujarat,nursing,none,0,90.37,6,0.402,admitted,yes
2185.0,19,female,sc,gujarat,architecture,cet,17,99.53,2,0.41,admitted,yes
2186.0,18,female,ews,haryana,computer applications,cet,52,64.05,5,0.227,rejected,no
2187.0,18,other,sc,bihar,architecture,cet,50,92.31,0,0.34,rejected,no
2188.0,18,male,obc,tripura,science,none,0,89.37,8,0.431,rejected,no
2189.0,18,female,obc,assam,law,none,0,89.38,8,0.431,rejected,no
2190.0,19,other,st,kerala,architecture,none,0,66.35,3,0.173,rejected,no
2191.0,18,other,obc,haryana,pharmacy,cet,172,91.35,9,0.579,admitted,yes
2192.0,18,female,sc,andhra pradesh,architecture,none,0,97.29,3,0.397,rejected,no
2193.0,18,other,ews,sikkim,agriculture,cet,150,50.62,6,0.214,rejected,no
2194.0,17,male,ews,maharashtra,agriculture,none,0,90.35,0,0.293,rejected,no
2195.0,19,female,obc,tamil nadu,science,none,0,54.27,3,0.085,rejected,no
2196.0,20,other,obc,mizoram,science,cet,140,60.32,9,0.332,rejected,no
2197.0,18,female,st,madhya pradesh,medical,neet,81,69.07,10,0.374,admitted,yes
2198.0,20,female,st,gujarat,management,none,0,99.36,2,0.394,admitted,yes
2199.0,19,female,st,meghalaya,law,cet,51,86.28,3,0.352,rejected,no
2200.0,17,female,general,odisha,architecture,cet,69,99.53,10,0.587,rejected,no
2201.0,18,other,sc,andhra pradesh,agriculture,cet,101,69.5,4,0.282,rejected,no
2202.0,17,female,general,gujarat,law,none,0,86.17,8,0.407,admitted,yes
2203.0,17,male,ews,jharkhand,architecture,cet,150,83.46,9,0.507,rejected,no
2204.0,18,male,ews,bihar,commerce,none,0,50.44,9,0.165,rejected,no
2205.0,18,other,st,assam,computer applications,cet,125,54.67,0,0.118,rejected,no
2206.0,20,female,obc,gujarat,engineering,jee,231,50.66,1,0.178,rejected,no
2207.0,17,male,st,himachal pradesh,pharmacy,cet,179,73.49,10,0.472,rejected,no
2208.0,20,male,sc,maharashtra,computer applications,none,0,78.85,6,0.318,admitted,no
2209.0,17,male,st,sikkim,management,cet,149,52.09,0,0.115,rejected,no
2210.0,17,male,obc,tamil nadu,medical,neet,204,62.4,1,0.245,rejected,no
2211.0,19,other,sc,jharkhand,agriculture,cet,119,89.27,5,0.456,admitted,yes
2212.0,20,female,ews,maharashtra,arts,none,0,56.11,2,0.08,rejected,no
2213.0,19,female,general,andhra pradesh,pharmacy,cet,88,84.3,10,0.489,rejected,no
2214.0,17,male,obc,tamil nadu,law,none,0,72.66,10,0.346,rejected,no
2215.0,17,other,obc,gujarat,arts,none,0,54.02,2,0.065,rejected,no
2216.0,18,other,general,arunachal pradesh,commerce,none,0,86.76,2,0.303,admitted,yes
2217.0,18,other,obc,meghalaya,agriculture,none,0,92.37,1,0.325,rejected,no
2218.0,20,female,st,jharkhand,architecture,cet,139,76.63,7,0.414,rejected,no
2219.0,18,female,general,karnataka,nursing,none,0,77.24,4,0.27,rejected,no
2220.0,17,male,obc,kerala,commerce,none,0,52.77,6,0.129,rejected,no
2221.0,20,other,ews,mizoram,commerce,none,0,97.61,1,0.363,admitted,yes
2222.0,17,other,obc,rajasthan,pharmacy,none,0,93.92,3,0.373,rejected,no
2223.0,17,male,obc,manipur,architecture,none,0,99.53,5,0.451,admitted,yes
2224.0,18,female,st,meghalaya,medical,neet,458,86.95,9,0.7310099999999984,rejected,no
2225.0,18,male,st,sikkim,arts,none,0,81.1,7,0.352,admitted,no
2226.0,19,female,ews,rajasthan,law,none,0,93.67,9,0.48,rejected,no
2227.0,20,male,general,chhattisgarh,medical,neet,478,96.87,2,0.698,admitted,yes
2228.0,20,other,st,himachal pradesh,pharmacy,cet,65,95.98,8,0.522,admitted,yes
2229.0,18,other,st,madhya pradesh,medical,neet,393,51.81,6,0.386,rejected,no
2230.0,20,other,general,tripura,agriculture,cet,40,88.65,10,0.489,rejected,no
2231.0,19,male,ews,meghalaya,pharmacy,none,0,68.53,3,0.189,rejected,no
2232.0,17,male,obc,sikkim,science,cet,77,90.67,4,0.419,rejected,no
2233.0,20,other,sc,rajasthan,pharmacy,cet,194,53.01,5,0.243,rejected,no
2234.0,17,male,st,telangana,arts,none,0,76.11,3,0.244,rejected,no
2235.0,19,female,sc,maharashtra,law,cet,22,99.01,1,0.388,rejected,no
2236.0,20,other,obc,gujarat,commerce,cet,151,80.11,9,0.483,admitted,yes
2237.0,17,female,obc,karnataka,law,cet,166,52.78,1,0.15,rejected,no
2238.0,18,male,st,andhra pradesh,medical,neet,412,98.0,5,0.716,rejected,no
2239.0,18,other,general,nagaland,commerce,cet,99,64.11,3,0.223,admitted,no
2240.0,20,other,sc,mizoram,arts,none,0,96.44,10,0.518,admitted,yes
2241.0,17,male,st,chhattisgarh,computer applications,none,0,61.46,8,0.228,rejected,no
2242.0,19,female,ews,madhya pradesh,agriculture,cet,180,74.51,0,0.299,rejected,no
2243.0,18,female,ews,odisha,agriculture,cet,156,56.39,7,0.278,admitted,no
2244.0,17,female,obc,rajasthan,arts,none,0,94.03,5,0.41,admitted,yes
2245.0,19,other,general,rajasthan,arts,none,0,83.19,2,0.277,rejected,no
2246.0,20,other,ews,assam,commerce,none,0,55.49,0,0.04199000000000001,rejected,no
2247.0,19,male,sc,jharkhand,pharmacy,none,0,92.24,4,0.379,rejected,no
2248.0,17,other,sc,meghalaya,nursing,none,0,99.53,10,0.541,rejected,no
2249.0,17,other,ews,assam,science,none,0,97.63,5,0.436,admitted,yes
2250.0,18,male,st,goa,management,none,0,52.14,4,0.088,rejected,no
2251.0,19,male,sc,tripura,commerce,cet,185,89.69,5,0.503,rejected,no
2252.0,19,female,general,maharashtra,arts,cet,93,96.26,9,0.561,admitted,yes
2253.0,17,other,general,meghalaya,pharmacy,none,0,99.53,9,0.524,rejected,no
2254.0,19,other,sc,chhattisgarh,management,cet,142,97.15,5,0.528,rejected,no
2255.0,18,female,general,mizoram,agriculture,cet,127,93.81,9,0.567,rejected,no
2256.0,19,male,obc,telangana,architecture,none,0,95.21,8,0.473,rejected,no
2257.0,20,male,st,tripura,architecture,cet,151,60.76,3,0.234,admitted,no
2258.0,19,other,general,chhattisgarh,agriculture,cet,196,97.8,3,0.533,admitted,yes
2259.0,17,female,ews,goa,architecture,cet,105,88.47,7,0.477,admitted,yes
2260.0,20,female,sc,manipur,medical,neet,68,65.3,3,0.211,admitted,no
2261.0,17,other,ews,telangana,engineering,cet,105,72.79,2,0.272,admitted,no
2262.0,20,male,general,andhra pradesh,pharmacy,cet,57,65.93,8,0.299,rejected,no
2263.0,17,male,sc,goa,engineering,jee,61,84.61,2,0.328,rejected,no
2264.0,19,other,ews,chhattisgarh,management,cet,51,56.3,0,0.08,rejected,no
2265.0,17,male,st,rajasthan,computer applications,none,0,65.43,10,0.293,rejected,no
2266.0,17,other,ews,madhya pradesh,nursing,none,0,86.17,2,0.298,rejected,no
2267.0,19,other,st,odisha,engineering,cet,161,89.47,7,0.522,admitted,yes
2268.0,19,male,st,arunachal pradesh,architecture,cet,178,74.92,1,0.318,admitted,no
2269.0,17,female,obc,bihar,nursing,cet,61,80.6,8,0.408,rejected,no
2270.0,20,other,sc,manipur,medical,neet,89,87.38,7,0.458,admitted,yes
2271.0,18,female,general,karnataka,computer applications,none,0,73.69,6,0.28,admitted,no
2272.0,18,male,obc,chhattisgarh,nursing,none,0,81.1,4,0.298,rejected,no
2273.0,18,male,general,gujarat,engineering,cet,137,56.45,1,0.157,rejected,no
2274.0,18,male,obc,odisha,law,none,0,97.74,9,0.51,admitted,yes
2275.0,17,male,st,andhra pradesh,engineering,cet,167,60.74,3,0.244,rejected,no
2276.0,18,male,obc,tamil nadu,law,none,0,72.54,4,0.236,rejected,no
2277.0,17,male,sc,chhattisgarh,agriculture,cet,195,95.45,5,0.552,rejected,no
2278.0,17,other,sc,punjab,commerce,none,0,69.09,9,0.302,admitted,yes
2279.0,18,female,general,mizoram,computer applications,cet,20,60.58,9,0.253,admitted,yes
2280.0,19,male,ews,arunachal pradesh,computer applications,none,0,92.38,3,0.362,rejected,no
2281.0,20,male,st,punjab,engineering,cet,136,55.79,8,0.278,rejected,no
2282.0,18,male,general,madhya pradesh,pharmacy,cet,196,90.96,5,0.52,rejected,no
2283.0,18,male,general,haryana,commerce,none,0,56.75,9,0.212,rejected,no
2284.0,20,other,general,assam,nursing,cet,160,51.36,5,0.208,rejected,no
2285.0,19,male,obc,bihar,management,none,0,60.44,3,0.13,admitted,no
2286.0,20,female,general,karnataka,pharmacy,cet,28,66.34,7,0.264,admitted,no
2287.0,20,female,general,haryana,architecture,none,0,70.25,8,0.292,rejected,no
2288.0,20,male,sc,sikkim,science,none,0,90.02,7,0.417,rejected,no
2289.0,20,male,sc,manipur,pharmacy,none,0,93.63,5,0.407,rejected,no
2290.0,18,male,general,arunachal pradesh,computer applications,none,0,67.69,3,0.182,rejected,no
2291.0,18,male,sc,tamil nadu,nursing,cet,13,58.37,2,0.105,rejected,no
2292.0,18,other,sc,gujarat,medical,neet,26,69.6,7,0.286,rejected,no
2293.0,17,other,obc,meghalaya,agriculture,cet,132,88.66,0,0.369,rejected,no
2294.0,19,female,general,sikkim,commerce,cet,183,97.99,5,0.562,admitted,yes
2295.0,19,other,st,nagaland,agriculture,cet,132,64.96,8,0.342,admitted,yes
2296.0,20,other,general,karnataka,nursing,cet,185,51.64,8,0.281,admitted,yes
2297.0,17,other,obc,andhra pradesh,computer applications,none,0,93.93,3,0.373,admitted,yes
2298.0,18,male,st,gujarat,nursing,none,0,66.58,10,0.301,admitted,yes
2299.0,17,other,st,manipur,pharmacy,none,0,82.15,5,0.324,rejected,no
2300.0,20,female,ews,tripura,computer applications,cet,39,57.09,2,0.114,rejected,no
2301.0,18,female,general,andhra pradesh,agriculture,cet,91,72.72,3,0.28,rejected,no
2302.0,17,other,general,chhattisgarh,science,cet,8,71.49,6,0.27,rejected,no
2303.0,19,female,st,jharkhand,management,none,0,80.25,5,0.31,rejected,no
2304.0,20,male,obc,rajasthan,management,none,0,80.87,9,0.387,rejected,no
2305.0,20,male,obc,tripura,law,none,0,72.88,10,0.347,rejected,no
2306.0,17,male,obc,chhattisgarh,architecture,cet,123,98.83,7,0.564,rejected,no
2307.0,18,male,ews,meghalaya,architecture,none,0,98.49,10,0.533,admitted,yes
2308.0,17,female,st,uttar pradesh,law,none,0,60.41,0,0.075,rejected,no
2309.0,18,other,ews,uttar pradesh,architecture,cet,185,72.35,6,0.395,admitted,no
2310.0,19,female,sc,rajasthan,law,none,0,72.54,4,0.236,rejected,no
2311.0,18,female,sc,rajasthan,law,none,0,70.66,1,0.168,rejected,no
2312.0,17,male,sc,haryana,law,cet,38,51.68,3,0.092,rejected,no
2313.0,19,female,general,himachal pradesh,law,none,0,80.08,3,0.272,admitted,no
2314.0,17,other,sc,uttar pradesh,commerce,cet,194,63.89,9,0.394,rejected,no
2315.0,17,male,obc,mizoram,medical,neet,634,50.56,1,0.485,admitted,no
2316.0,17,female,ews,assam,pharmacy,cet,152,83.96,5,0.439,rejected,no
2317.0,17,other,general,arunachal pradesh,law,none,0,93.26,10,0.495,rejected,no
2318.0,18,female,general,tamil nadu,engineering,cet,167,51.68,2,0.16,rejected,no
2319.0,20,female,ews,bihar,pharmacy,none,0,91.36,5,0.391,rejected,no
2320.0,20,male,general,odisha,agriculture,none,0,80.61,5,0.313,rejected,no
2321.0,17,other,sc,himachal pradesh,commerce,none,0,66.69,3,0.175,rejected,no
2322.0,17,female,obc,chhattisgarh,agriculture,cet,17,79.42,7,0.352,admitted,no
2323.0,18,male,obc,assam,pharmacy,cet,177,75.5,5,0.395,rejected,no
2324.0,19,female,sc,manipur,arts,none,0,82.26,4,0.306,admitted,no
2325.0,19,other,st,rajasthan,agriculture,cet,64,75.95,6,0.34,admitted,no
2326.0,20,other,general,andhra pradesh,nursing,none,0,71.61,1,0.175,rejected,no
2327.0,18,male,st,odisha,nursing,none,0,51.19,1,0.04199000000000001,rejected,no
2328.0,17,female,ews,manipur,computer applications,none,0,67.7,4,0.201,admitted,no
2329.0,17,other,obc,rajasthan,architecture,cet,169,66.12,1,0.249,rejected,no
2330.0,17,other,st,meghalaya,agriculture,cet,142,60.02,1,0.186,rejected,no
2331.0,17,female,ews,bihar,agriculture,cet,110,64.34,5,0.269,rejected,no
2332.0,20,male,ews,karnataka,agriculture,cet,179,98.43,9,0.635,admitted,yes
2333.0,18,other,st,uttar pradesh,computer applications,none,0,60.99,1,0.098,rejected,no
2334.0,20,female,ews,sikkim,arts,none,0,54.93,6,0.144,rejected,no
2335.0,19,female,st,jharkhand,nursing,cet,66,93.33,5,0.449,rejected,no
2336.0,19,other,sc,tripura,computer applications,none,0,75.73,0,0.186,rejected,no
2337.0,18,female,general,andhra pradesh,agriculture,cet,27,96.0,1,0.37,rejected,no
2338.0,20,female,ews,maharashtra,medical,neet,634,51.84,7,0.621,rejected,no
2339.0,17,male,obc,rajasthan,engineering,cet,185,77.34,1,0.341,rejected,no
2340.0,17,other,st,nagaland,nursing,none,0,65.37,4,0.184,rejected,no
2341.0,18,female,st,chhattisgarh,architecture,cet,79,67.89,10,0.364,admitted,yes
2342.0,18,other,obc,bihar,architecture,cet,156,87.1,2,0.41,rejected,no
2343.0,19,male,st,punjab,management,none,0,87.14,3,0.324,rejected,no
2344.0,19,other,st,uttar pradesh,management,none,0,73.73,2,0.208,rejected,no
2345.0,19,female,st,punjab,engineering,cet,194,51.74,2,0.179,admitted,no
2346.0,18,male,ews,tamil nadu,commerce,cet,46,96.73,0,0.37,rejected,no
2347.0,18,male,obc,telangana,pharmacy,none,0,50.44,10,0.184,rejected,no
2348.0,20,male,st,tripura,engineering,jee,69,76.38,3,0.292,rejected,no
2349.0,17,male,general,rajasthan,agriculture,cet,170,60.08,9,0.351,rejected,no
2350.0,19,female,st,rajasthan,medical,neet,431,74.76,9,0.633,admitted,yes
2351.0,19,other,general,rajasthan,law,none,0,53.92,0,0.04199000000000001,rejected,no
2352.0,20,other,obc,himachal pradesh,medical,neet,12,51.13,3,0.07,rejected,no
2353.0,19,other,general,manipur,engineering,jee,165,92.28,7,0.545,admitted,yes
2354.0,18,female,ews,goa,law,cet,23,60.89,7,0.221,rejected,no
2355.0,18,female,obc,maharashtra,computer applications,cet,53,62.75,6,0.237,rejected,no
2356.0,18,male,obc,maharashtra,commerce,cet,197,50.94,0,0.139,rejected,no
2357.0,18,male,obc,arunachal pradesh,law,none,0,90.51,3,0.348,admitted,yes
2358.0,17,female,st,assam,nursing,cet,51,78.17,6,0.347,rejected,no
2359.0,19,other,ews,tripura,arts,none,0,90.49,9,0.457,rejected,no
2360.0,17,male,st,manipur,agriculture,cet,63,72.12,8,0.348,admitted,yes
2361.0,19,male,general,andhra pradesh,nursing,cet,156,82.04,7,0.464,rejected,no
2362.0,20,male,sc,jharkhand,pharmacy,none,0,76.38,9,0.354,rejected,no
2363.0,20,male,general,telangana,architecture,none,0,88.83,2,0.318,rejected,no
2364.0,17,male,general,odisha,agriculture,cet,96,67.08,3,0.243,rejected,no
2365.0,20,male,general,sikkim,management,cet,66,55.81,4,0.159,rejected,no
2366.0,17,male,st,mizoram,architecture,cet,182,61.7,2,0.243,rejected,no
2367.0,18,female,ews,odisha,agriculture,cet,133,77.84,7,0.418,admitted,no
2368.0,17,other,obc,gujarat,nursing,cet,88,63.87,4,0.232,rejected,no
2369.0,17,male,ews,sikkim,commerce,none,0,58.32,8,0.205,rejected,no
2370.0,17,male,obc,punjab,management,cet,105,94.33,1,0.41,admitted,yes
2371.0,17,other,obc,gujarat,commerce,none,0,66.11,3,0.171,rejected,no
2372.0,20,male,general,himachal pradesh,management,cet,12,51.77,5,0.111,rejected,no
2373.0,17,other,general,punjab,medical,neet,135,78.75,6,0.408,rejected,no
2374.0,18,female,st,gujarat,commerce,none,0,87.17,1,0.288,rejected,no
2375.0,19,other,sc,nagaland,computer applications,cet,189,58.54,4,0.261,admitted,no
2376.0,20,male,general,karnataka,computer applications,none,0,74.91,5,0.271,rejected,no
2377.0,20,male,sc,haryana,law,none,0,55.27,5,0.129,rejected,no
2378.0,17,female,obc,chhattisgarh,computer applications,none,0,59.69,4,0.143,rejected,no
2379.0,20,male,obc,odisha,law,none,0,62.92,3,0.148,admitted,no
2380.0,19,male,ews,himachal pradesh,engineering,cet,56,89.78,9,0.489,admitted,yes
2381.0,17,other,sc,manipur,computer applications,cet,159,59.06,2,0.209,rejected,no
2382.0,18,male,sc,gujarat,engineering,cet,64,54.64,8,0.222,rejected,no
2383.0,20,female,st,bihar,computer applications,none,0,68.52,0,0.134,rejected,no
2384.0,18,other,ews,andhra pradesh,agriculture,cet,68,99.14,1,0.42,rejected,no
2385.0,17,male,st,tripura,engineering,jee,81,76.98,1,0.268,rejected,no
2386.0,20,male,sc,haryana,nursing,cet,18,76.35,10,0.385,admitted,yes
2387.0,20,female,obc,manipur,architecture,cet,20,89.71,7,0.428,admitted,yes
2388.0,20,male,general,madhya pradesh,architecture,cet,6,73.51,8,0.32,rejected,no
2389.0,20,other,general,jharkhand,commerce,cet,1,86.02,5,0.353,rejected,no
2390.0,20,male,st,sikkim,science,none,0,53.32,8,0.169,admitted,yes
2391.0,18,male,st,telangana,engineering,cet,154,63.84,1,0.222,rejected,no
2392.0,17,male,obc,chhattisgarh,law,none,0,71.27,3,0.208,rejected,no
2393.0,19,male,ews,andhra pradesh,computer applications,none,0,66.62,3,0.175,rejected,no
2394.0,17,male,ews,himachal pradesh,engineering,jee,239,51.66,7,0.3,rejected,no
2395.0,18,female,st,assam,science,none,0,74.72,5,0.27,rejected,no
2396.0,19,female,obc,andhra pradesh,computer applications,none,0,63.26,6,0.205,rejected,no
2397.0,20,female,sc,rajasthan,law,cet,65,72.36,1,0.224,rejected,no
2398.0,18,male,ews,arunachal pradesh,medical,neet,190,93.19,0,0.441,admitted,yes
2399.0,18,male,sc,arunachal pradesh,nursing,none,0,55.87,10,0.224,admitted,yes
2400.0,19,male,sc,jharkhand,arts,cet,70,75.15,8,0.375,rejected,no
2401.0,17,male,sc,manipur,science,none,0,68.53,9,0.297,rejected,no
2402.0,19,other,ews,madhya pradesh,pharmacy,none,0,65.3,10,0.292,rejected,no
2403.0,19,male,sc,punjab,medical,neet,634,69.68,5,0.669,admitted,no
2404.0,19,male,general,punjab,management,cet,152,55.99,3,0.2,admitted,no
2405.0,18,female,sc,andhra pradesh,architecture,cet,5,78.49,8,0.355,rejected,no
2406.0,20,male,st,punjab,agriculture,cet,158,72.16,5,0.358,rejected,no
2407.0,18,female,ews,arunachal pradesh,commerce,none,0,94.53,5,0.414,rejected,no
2408.0,19,female,general,telangana,law,cet,156,52.63,8,0.269,rejected,no
2409.0,18,other,ews,haryana,management,none,0,85.01,6,0.363,admitted,yes
2410.0,17,male,ews,telangana,science,cet,83,51.9,9,0.233,rejected,no
2411.0,19,male,st,uttar pradesh,arts,none,0,73.29,7,0.296,admitted,no
2412.0,17,other,obc,assam,medical,neet,215,67.51,0,0.271,admitted,no
2413.0,20,female,obc,jharkhand,management,none,0,60.86,3,0.133,admitted,no
2414.0,19,male,sc,assam,architecture,cet,146,99.27,6,0.565,admitted,yes
2415.0,18,female,general,uttar pradesh,medical,neet,483,76.17,6,0.624,rejected,no
2416.0,18,female,st,madhya pradesh,medical,neet,433,95.71,7,0.7310099999999984,rejected,no
2417.0,19,other,st,sikkim,arts,none,0,77.75,2,0.237,rejected,no
2418.0,18,other,sc,meghalaya,architecture,none,0,98.12,6,0.458,rejected,no
2419.0,18,female,st,tamil nadu,computer applications,none,0,97.57,6,0.454,rejected,no
2420.0,18,male,st,meghalaya,law,none,0,53.42,3,0.079,rejected,no
2421.0,18,other,ews,arunachal pradesh,computer applications,none,0,63.7,7,0.226,rejected,no
2422.0,20,male,st,madhya pradesh,arts,cet,138,95.45,5,0.513,admitted,yes
2423.0,17,other,obc,nagaland,architecture,none,0,66.16,10,0.298,admitted,yes
2424.0,20,female,general,uttar pradesh,commerce,cet,19,74.26,3,0.243,rejected,no
2425.0,18,female,ews,sikkim,architecture,cet,43,60.98,1,0.126,admitted,no
2426.0,19,other,st,maharashtra,agriculture,cet,145,91.74,10,0.582,admitted,yes
2427.0,17,female,ews,rajasthan,commerce,none,0,66.98,4,0.195,rejected,no
2428.0,18,female,sc,tripura,management,none,0,79.38,8,0.358,rejected,no
2429.0,20,male,general,tamil nadu,law,cet,40,74.44,8,0.349,rejected,no
2430.0,18,female,sc,uttar pradesh,pharmacy,cet,11,82.17,6,0.349,admitted,no
