student_id,age,gender,category,state,preferred_stream,entrance_exam,entrance_score,board_percentage,extracurricular_score,admission_probability,admission_status,scholarship_eligibility,Unique_ID,performance_tier
2237.0,17,female,obc,karnataka,law,cet,166,52.78,1,0.15,rejected,no,2237,Below Average (<60%)
2238.0,18,male,st,andhra pradesh,medical,neet,412,98.0,5,0.716,rejected,no,2238,Elite (90%+)
2239.0,18,other,general,nagaland,commerce,cet,99,64.11,3,0.223,admitted,no,2239,Average (60-75%)
2240.0,20,other,sc,mizoram,arts,none,0,96.44,10,0.518,admitted,yes,2240,Elite (90%+)
2241.0,17,male,st,chhattisgarh,computer applications,none,0,61.46,8,0.228,rejected,no,2241,Average (60-75%)
2242.0,19,female,ews,madhya pradesh,agriculture,cet,180,74.51,0,0.299,rejected,no,2242,Average (60-75%)
2243.0,18,female,ews,odisha,agriculture,cet,156,56.39,7,0.278,admitted,no,2243,Below Average (<60%)
2244.0,17,female,obc,rajasthan,arts,none,0,94.03,5,0.41,admitted,yes,2244,Elite (90%+)
2245.0,19,other,general,rajasthan,arts,none,0,83.19,2,0.277,rejected,no,2245,High (75-90%)
2246.0,20,other,ews,assam,commerce,none,0,55.49,0,0.04199,rejected,no,2246,Below Average (<60%)
2247.0,19,male,sc,jharkhand,pharmacy,none,0,92.24,4,0.379,rejected,no,2247,Elite (90%+)
2248.0,17,other,sc,meghalaya,nursing,none,0,99.53,10,0.541,rejected,no,2248,Elite (90%+)
2249.0,17,other,ews,assam,science,none,0,97.63,5,0.436,admitted,yes,2249,Elite (90%+)
2250.0,18,male,st,goa,management,none,0,52.14,4,0.088,rejected,no,2250,Below Average (<60%)
2251.0,19,male,sc,tripura,commerce,cet,185,89.69,5,0.503,rejected,no,2251,High (75-90%)
2252.0,19,female,general,maharashtra,arts,cet,93,96.26,9,0.561,admitted,yes,2252,Elite (90%+)
2253.0,17,other,general,meghalaya,pharmacy,none,0,99.53,9,0.524,rejected,no,2253,Elite (90%+)
2254.0,19,other,sc,chhattisgarh,management,cet,142,97.15,5,0.528,rejected,no,2254,Elite (90%+)
2255.0,18,female,general,mizoram,agriculture,cet,127,93.81,9,0.567,rejected,no,2255,Elite (90%+)
2256.0,19,male,obc,telangana,architecture,none,0,95.21,8,0.473,rejected,no,2256,Elite (90%+)
2257.0,20,male,st,tripura,architecture,cet,151,60.76,3,0.234,admitted,no,2257,Average (60-75%)
2258.0,19,other,general,chhattisgarh,agriculture,cet,196,97.8,3,0.533,admitted,yes,2258,Elite (90%+)
2259.0,17,female,ews,goa,architecture,cet,105,88.47,7,0.477,admitted,yes,2259,High (75-90%)
2260.0,20,female,sc,manipur,medical,neet,68,65.3,3,0.211,admitted,no,2260,Average (60-75%)
2261.0,17,other,ews,telangana,engineering,cet,105,72.79,2,0.272,admitted,no,2261,Average (60-75%)
2262.0,20,male,general,andhra pradesh,pharmacy,cet,57,65.93,8,0.299,rejected,no,2262,Average (60-75%)
2263.0,17,male,sc,goa,engineering,jee,61,84.61,2,0.328,rejected,no,2263,High (75-90%)
2264.0,19,other,ews,chhattisgarh,management,cet,51,56.3,0,0.08,rejected,no,2264,Below Average (<60%)
2265.0,17,male,st,rajasthan,computer applications,none,0,65.43,10,0.293,rejected,no,2265,Average (60-75%)
2266.0,17,other,ews,madhya pradesh,nursing,none,0,86.17,2,0.298,rejected,no,2266,High (75-90%)
2267.0,19,other,st,odisha,engineering,cet,161,89.47,7,0.522,admitted,yes,2267,High (75-90%)
2268.0,19,male,st,arunachal pradesh,architecture,cet,178,74.92,1,0.318,admitted,no,2268,Average (60-75%)
2269.0,17,female,obc,bihar,nursing,cet,61,80.6,8,0.408,rejected,no,2269,High (75-90%)
2270.0,20,other,sc,manipur,medical,neet,89,87.38,7,0.458,admitted,yes,2270,High (75-90%)
2271.0,18,female,general,karnataka,computer applications,none,0,73.69,6,0.28,admitted,no,2271,Average (60-75%)
2272.0,18,male,obc,chhattisgarh,nursing,none,0,81.1,4,0.298,rejected,no,2272,High (75-90%)
2273.0,18,male,general,gujarat,engineering,cet,137,56.45,1,0.157,rejected,no,2273,Below Average (<60%)
2274.0,18,male,obc,odisha,law,none,0,97.74,9,0.51,admitted,yes,2274,Elite (90%+)
2275.0,17,male,st,andhra pradesh,engineering,cet,167,60.74,3,0.244,rejected,no,2275,Average (60-75%)
2276.0,18,male,obc,tamil nadu,law,none,0,72.54,4,0.236,rejected,no,2276,Average (60-75%)
2277.0,17,male,sc,chhattisgarh,agriculture,cet,195,95.45,5,0.552,rejected,no,2277,Elite (90%+)
2278.0,17,other,sc,punjab,commerce,none,0,69.09,9,0.302,admitted,yes,2278,Average (60-75%)
2279.0,18,female,general,mizoram,computer applications,cet,20,60.58,9,0.253,admitted,yes,2279,Average (60-75%)
2280.0,19,male,ews,arunachal pradesh,computer applications,none,0,92.38,3,0.362,rejected,no,2280,Elite (90%+)
2281.0,20,male,st,punjab,engineering,cet,136,55.79,8,0.278,rejected,no,2281,Below Average (<60%)
2282.0,18,male,general,madhya pradesh,pharmacy,cet,196,90.96,5,0.52,rejected,no,2282,Elite (90%+)
2283.0,18,male,general,haryana,commerce,none,0,56.75,9,0.212,rejected,no,2283,Below Average (<60%)
2284.0,20,other,general,assam,nursing,cet,160,51.36,5,0.208,rejected,no,2284,Below Average (<60%)
2285.0,19,male,obc,bihar,management,none,0,60.44,3,0.13,admitted,no,2285,Average (60-75%)
2286.0,20,female,general,karnataka,pharmacy,cet,28,66.34,7,0.264,admitted,no,2286,Average (60-75%)
2287.0,20,female,general,haryana,architecture,none,0,70.25,8,0.292,rejected,no,2287,Average (60-75%)
2288.0,20,male,sc,sikkim,science,none,0,90.02,7,0.417,rejected,no,2288,Elite (90%+)
2289.0,20,male,sc,manipur,pharmacy,none,0,93.63,5,0.407,rejected,no,2289,Elite (90%+)
2290.0,18,male,general,arunachal pradesh,computer applications,none,0,67.69,3,0.182,rejected,no,2290,Average (60-75%)
2291.0,18,male,sc,tamil nadu,nursing,cet,13,58.37,2,0.105,rejected,no,2291,Below Average (<60%)
2292.0,18,other,sc,gujarat,medical,neet,26,69.6,7,0.286,rejected,no,2292,Average (60-75%)
2293.0,17,other,obc,meghalaya,agriculture,cet,132,88.66,0,0.369,rejected,no,2293,High (75-90%)
2294.0,19,female,general,sikkim,commerce,cet,183,97.99,5,0.562,admitted,yes,2294,Elite (90%+)
2295.0,19,other,st,nagaland,agriculture,cet,132,64.96,8,0.342,admitted,yes,2295,Average (60-75%)
2296.0,20,other,general,karnataka,nursing,cet,185,51.64,8,0.281,admitted,yes,2296,Below Average (<60%)
2297.0,17,other,obc,andhra pradesh,computer applications,none,0,93.93,3,0.373,admitted,yes,2297,Elite (90%+)
2298.0,18,male,st,gujarat,nursing,none,0,66.58,10,0.301,admitted,yes,2298,Average (60-75%)
2299.0,17,other,st,manipur,pharmacy,none,0,82.15,5,0.324,rejected,no,2299,High (75-90%)
2300.0,20,female,ews,tripura,computer applications,cet,39,57.09,2,0.114,rejected,no,2300,Below Average (<60%)
2301.0,18,female,general,andhra pradesh,agriculture,cet,91,72.72,3,0.28,rejected,no,2301,Average (60-75%)
2302.0,17,other,general,chhattisgarh,science,cet,8,71.49,6,0.27,rejected,no,2302,Average (60-75%)
2303.0,19,female,st,jharkhand,management,none,0,80.25,5,0.31,rejected,no,2303,High (75-90%)
2304.0,20,male,obc,rajasthan,management,none,0,80.87,9,0.387,rejected,no,2304,High (75-90%)
2305.0,20,male,obc,tripura,law,none,0,72.88,10,0.347,rejected,no,2305,Average (60-75%)
2306.0,17,male,obc,chhattisgarh,architecture,cet,123,98.83,7,0.564,rejected,no,2306,Elite (90%+)
2307.0,18,male,ews,meghalaya,architecture,none,0,98.49,10,0.533,admitted,yes,2307,Elite (90%+)
2308.0,17,female,st,uttar pradesh,law,none,0,60.41,0,0.075,rejected,no,2308,Average (60-75%)
2309.0,18,other,ews,uttar pradesh,architecture,cet,185,72.35,6,0.395,admitted,no,2309,Average (60-75%)
2310.0,19,female,sc,rajasthan,law,none,0,72.54,4,0.236,rejected,no,2310,Average (60-75%)
2311.0,18,female,sc,rajasthan,law,none,0,70.66,1,0.168,rejected,no,2311,Average (60-75%)
2312.0,17,male,sc,haryana,law,cet,38,51.68,3,0.092,rejected,no,2312,Below Average (<60%)
2313.0,19,female,general,himachal pradesh,law,none,0,80.08,3,0.272,admitted,no,2313,High (75-90%)
2314.0,17,other,sc,uttar pradesh,commerce,cet,194,63.89,9,0.394,rejected,no,2314,Average (60-75%)
2315.0,17,male,obc,mizoram,medical,neet,634,50.56,1,0.485,admitted,no,2315,Below Average (<60%)
2316.0,17,female,ews,assam,pharmacy,cet,152,83.96,5,0.439,rejected,no,2316,High (75-90%)
2317.0,17,other,general,arunachal pradesh,law,none,0,93.26,10,0.495,rejected,no,2317,Elite (90%+)
2318.0,18,female,general,tamil nadu,engineering,cet,167,51.68,2,0.16,rejected,no,2318,Below Average (<60%)
2319.0,20,female,ews,bihar,pharmacy,none,0,91.36,5,0.391,rejected,no,2319,Elite (90%+)
2320.0,20,male,general,odisha,agriculture,none,0,80.61,5,0.313,rejected,no,2320,High (75-90%)
2321.0,17,other,sc,himachal pradesh,commerce,none,0,66.69,3,0.175,rejected,no,2321,Average (60-75%)
2322.0,17,female,obc,chhattisgarh,agriculture,cet,17,79.42,7,0.352,admitted,no,2322,High (75-90%)
2323.0,18,male,obc,assam,pharmacy,cet,177,75.5,5,0.395,rejected,no,2323,High (75-90%)
2324.0,19,female,sc,manipur,arts,none,0,82.26,4,0.306,admitted,no,2324,High (75-90%)
2325.0,19,other,st,rajasthan,agriculture,cet,64,75.95,6,0.34,admitted,no,2325,High (75-90%)
2326.0,20,other,general,andhra pradesh,nursing,none,0,71.61,1,0.175,rejected,no,2326,Average (60-75%)
2327.0,18,male,st,odisha,nursing,none,0,51.19,1,0.04199,rejected,no,2327,Below Average (<60%)
2328.0,17,female,ews,manipur,computer applications,none,0,67.7,4,0.201,admitted,no,2328,Average (60-75%)
2329.0,17,other,obc,rajasthan,architecture,cet,169,66.12,1,0.249,rejected,no,2329,Average (60-75%)
2330.0,17,other,st,meghalaya,agriculture,cet,142,60.02,1,0.186,rejected,no,2330,Average (60-75%)
2331.0,17,female,ews,bihar,agriculture,cet,110,64.34,5,0.269,rejected,no,2331,Average (60-75%)
2332.0,20,male,ews,karnataka,agriculture,cet,179,98.43,9,0.635,admitted,yes,2332,Elite (90%+)
2333.0,18,other,st,uttar pradesh,computer applications,none,0,60.99,1,0.098,rejected,no,2333,Average (60-75%)
2334.0,20,female,ews,sikkim,arts,none,0,54.93,6,0.144,rejected,no,2334,Below Average (<60%)
2335.0,19,female,st,jharkhand,nursing,cet,66,93.33,5,0.449,rejected,no,2335,Elite (90%+)
2336.0,19,other,sc,tripura,computer applications,none,0,75.73,0,0.186,rejected,no,2336,High (75-90%)
2337.0,18,female,general,andhra pradesh,agriculture,cet,27,96.0,1,0.37,rejected,no,2337,Elite (90%+)
2338.0,20,female,ews,maharashtra,medical,neet,634,51.84,7,0.621,rejected,no,2338,Below Average (<60%)
2339.0,17,male,obc,rajasthan,engineering,cet,185,77.34,1,0.341,rejected,no,2339,High (75-90%)
2340.0,17,other,st,nagaland,nursing,none,0,65.37,4,0.184,rejected,no,2340,Average (60-75%)
2341.0,18,female,st,chhattisgarh,architecture,cet,79,67.89,10,0.364,admitted,yes,2341,Average (60-75%)
2342.0,18,other,obc,bihar,architecture,cet,156,87.1,2,0.41,rejected,no,2342,High (75-90%)
2343.0,19,male,st,punjab,management,none,0,87.14,3,0.324,rejected,no,2343,High (75-90%)
2344.0,19,other,st,uttar pradesh,management,none,0,73.73,2,0.208,rejected,no,2344,Average (60-75%)
2345.0,19,female,st,punjab,engineering,cet,194,51.74,2,0.179,admitted,no,2345,Below Average (<60%)
2346.0,18,male,ews,tamil nadu,commerce,cet,46,96.73,0,0.37,rejected,no,2346,Elite (90%+)
2347.0,18,male,obc,telangana,pharmacy,none,0,50.44,10,0.184,rejected,no,2347,Below Average (<60%)
2348.0,20,male,st,tripura,engineering,jee,69,76.38,3,0.292,rejected,no,2348,High (75-90%)
2349.0,17,male,general,rajasthan,agriculture,cet,170,60.08,9,0.351,rejected,no,2349,Average (60-75%)
2350.0,19,female,st,rajasthan,medical,neet,431,74.76,9,0.633,admitted,yes,2350,Average (60-75%)
2351.0,19,other,general,rajasthan,law,none,0,53.92,0,0.04199,rejected,no,2351,Below Average (<60%)
2352.0,20,other,obc,himachal pradesh,medical,neet,12,51.13,3,0.07,rejected,no,2352,Below Average (<60%)
2353.0,19,other,general,manipur,engineering,jee,165,92.28,7,0.545,admitted,yes,2353,Elite (90%+)
2354.0,18,female,ews,goa,law,cet,23,60.89,7,0.221,rejected,no,2354,Average (60-75%)
2355.0,18,female,obc,maharashtra,computer applications,cet,53,62.75,6,0.237,rejected,no,2355,Average (60-75%)
2356.0,18,male,obc,maharashtra,commerce,cet,197,50.94,0,0.139,rejected,no,2356,Below Average (<60%)
2357.0,18,male,obc,arunachal pradesh,law,none,0,90.51,3,0.348,admitted,yes,2357,Elite (90%+)
2358.0,17,female,st,assam,nursing,cet,51,78.17,6,0.347,rejected,no,2358,High (75-90%)
2359.0,19,other,ews,tripura,arts,none,0,90.49,9,0.457,rejected,no,2359,Elite (90%+)
2360.0,17,male,st,manipur,agriculture,cet,63,72.12,8,0.348,admitted,yes,2360,Average (60-75%)
2361.0,19,male,general,andhra pradesh,nursing,cet,156,82.04,7,0.464,rejected,no,2361,High (75-90%)
2362.0,20,male,sc,jharkhand,pharmacy,none,0,76.38,9,0.354,rejected,no,2362,High (75-90%)
2363.0,20,male,general,telangana,architecture,none,0,88.83,2,0.318,rejected,no,2363,High (75-90%)
2364.0,17,male,general,odisha,agriculture,cet,96,67.08,3,0.243,rejected,no,2364,Average (60-75%)
2365.0,20,male,general,sikkim,management,cet,66,55.81,4,0.159,rejected,no,2365,Below Average (<60%)
2366.0,17,male,st,mizoram,architecture,cet,182,61.7,2,0.243,rejected,no,2366,Average (60-75%)
2367.0,18,female,ews,odisha,agriculture,cet,133,77.84,7,0.418,admitted,no,2367,High (75-90%)
2368.0,17,other,obc,gujarat,nursing,cet,88,63.87,4,0.232,rejected,no,2368,Average (60-75%)
2369.0,17,male,ews,sikkim,commerce,none,0,58.32,8,0.205,rejected,no,2369,Below Average (<60%)
2370.0,17,male,obc,punjab,management,cet,105,94.33,1,0.41,admitted,yes,2370,Elite (90%+)
2371.0,17,other,obc,gujarat,commerce,none,0,66.11,3,0.171,rejected,no,2371,Average (60-75%)
2372.0,20,male,general,himachal pradesh,management,cet,12,51.77,5,0.111,rejected,no,2372,Below Average (<60%)
2373.0,17,other,general,punjab,medical,neet,135,78.75,6,0.408,rejected,no,2373,High (75-90%)
2374.0,18,female,st,gujarat,commerce,none,0,87.17,1,0.288,rejected,no,2374,High (75-90%)
2375.0,19,other,sc,nagaland,computer applications,cet,189,58.54,4,0.261,admitted,no,2375,Below Average (<60%)
2376.0,20,male,general,karnataka,computer applications,none,0,74.91,5,0.271,rejected,no,2376,Average (60-75%)
2377.0,20,male,sc,haryana,law,none,0,55.27,5,0.129,rejected,no,2377,Below Average (<60%)
2378.0,17,female,obc,chhattisgarh,computer applications,none,0,59.69,4,0.143,rejected,no,2378,Below Average (<60%)
2379.0,20,male,obc,odisha,law,none,0,62.92,3,0.148,admitted,no,2379,Average (60-75%)
2380.0,19,male,ews,himachal pradesh,engineering,cet,56,89.78,9,0.489,admitted,yes,2380,High (75-90%)
2381.0,17,other,sc,manipur,computer applications,cet,159,59.06,2,0.209,rejected,no,2381,Below Average (<60%)
2382.0,18,male,sc,gujarat,engineering,cet,64,54.64,8,0.222,rejected,no,2382,Below Average (<60%)
2383.0,20,female,st,bihar,computer applications,none,0,68.52,0,0.134,rejected,no,2383,Average (60-75%)
2384.0,18,other,ews,andhra pradesh,agriculture,cet,68,99.14,1,0.42,rejected,no,2384,Elite (90%+)
2385.0,17,male,st,tripura,engineering,jee,81,76.98,1,0.268,rejected,no,2385,High (75-90%)
2386.0,20,male,sc,haryana,nursing,cet,18,76.35,10,0.385,admitted,yes,2386,High (75-90%)
2387.0,20,female,obc,manipur,architecture,cet,20,89.71,7,0.428,admitted,yes,2387,High (75-90%)
2388.0,20,male,general,madhya pradesh,architecture,cet,6,73.51,8,0.32,rejected,no,2388,Average (60-75%)
2389.0,20,other,general,jharkhand,commerce,cet,1,86.02,5,0.353,rejected,no,2389,High (75-90%)
2390.0,20,male,st,sikkim,science,none,0,53.32,8,0.169,admitted,yes,2390,Below Average (<60%)
2391.0,18,male,st,telangana,engineering,cet,154,63.84,1,0.222,rejected,no,2391,Average (60-75%)
2392.0,17,male,obc,chhattisgarh,law,none,0,71.27,3,0.208,rejected,no,2392,Average (60-75%)
2393.0,19,male,ews,andhra pradesh,computer applications,none,0,66.62,3,0.175,rejected,no,2393,Average (60-75%)
2394.0,17,male,ews,himachal pradesh,engineering,jee,239,51.66,7,0.3,rejected,no,2394,Below Average (<60%)
2395.0,18,female,st,assam,science,none,0,74.72,5,0.27,rejected,no,2395,Average (60-75%)
2396.0,19,female,obc,andhra pradesh,computer applications,none,0,63.26,6,0.205,rejected,no,2396,Average (60-75%)
2397.0,20,female,sc,rajasthan,law,cet,65,72.36,1,0.224,rejected,no,2397,Average (60-75%)
2398.0,18,male,ews,arunachal pradesh,medical,neet,190,93.19,0,0.441,admitted,yes,2398,Elite (90%+)
2399.0,18,male,sc,arunachal pradesh,nursing,none,0,55.87,10,0.224,admitted,yes,2399,Below Average (<60%)
2400.0,19,male,sc,jharkhand,arts,cet,70,75.15,8,0.375,rejected,no,2400,High (75-90%)
2401.0,17,male,sc,manipur,science,none,0,68.53,9,0.297,rejected,no,2401,Average (60-75%)
2402.0,19,other,ews,madhya pradesh,pharmacy,none,0,65.3,10,0.292,rejected,no,2402,Average (60-75%)
2403.0,19,male,sc,punjab,medical,neet,634,69.68,5,0.669,admitted,no,2403,Average (60-75%)
2404.0,19,male,general,punjab,management,cet,152,55.99,3,0.2,admitted,no,2404,Below Average (<60%)
2405.0,18,female,sc,andhra pradesh,architecture,cet,5,78.49,8,0.355,rejected,no,2405,High (75-90%)
2406.0,20,male,st,punjab,agriculture,cet,158,72.16,5,0.358,rejected,no,2406,Average (60-75%)
2407.0,18,female,ews,arunachal pradesh,commerce,none,0,94.53,5,0.414,rejected,no,2407,Elite (90%+)
2408.0,19,female,general,telangana,law,cet,156,52.63,8,0.269,rejected,no,2408,Below Average (<60%)
2409.0,18,other,ews,haryana,management,none,0,85.01,6,0.363,admitted,yes,2409,High (75-90%)
2410.0,17,male,ews,telangana,science,cet,83,51.9,9,0.233,rejected,no,2410,Below Average (<60%)
2411.0,19,male,st,uttar pradesh,arts,none,0,73.29,7,0.296,admitted,no,2411,Average (60-75%)
2412.0,17,other,obc,assam,medical,neet,215,67.51,0,0.271,admitted,no,2412,Average (60-75%)
2413.0,20,female,obc,jharkhand,management,none,0,60.86,3,0.133,admitted,no,2413,Average (60-75%)
2414.0,19,male,sc,assam,architecture,cet,146,99.27,6,0.565,admitted,yes,2414,Elite (90%+)
2415.0,18,female,general,uttar pradesh,medical,neet,483,76.17,6,0.624,rejected,no,2415,High (75-90%)
2416.0,18,female,st,madhya pradesh,medical,neet,433,95.71,7,0.7310099999999984,rejected,no,2416,Elite (90%+)
2417.0,19,other,st,sikkim,arts,none,0,77.75,2,0.237,rejected,no,2417,High (75-90%)
2418.0,18,other,sc,meghalaya,architecture,none,0,98.12,6,0.458,rejected,no,2418,Elite (90%+)
2419.0,18,female,st,tamil nadu,computer applications,none,0,97.57,6,0.454,rejected,no,2419,Elite (90%+)
2420.0,18,male,st,meghalaya,law,none,0,53.42,3,0.079,rejected,no,2420,Below Average (<60%)
2421.0,18,other,ews,arunachal pradesh,computer applications,none,0,63.7,7,0.226,rejected,no,2421,Average (60-75%)
2422.0,20,male,st,madhya pradesh,arts,cet,138,95.45,5,0.513,admitted,yes,2422,Elite (90%+)
2423.0,17,other,obc,nagaland,architecture,none,0,66.16,10,0.298,admitted,yes,2423,Average (60-75%)
2424.0,20,female,general,uttar pradesh,commerce,cet,19,74.26,3,0.243,rejected,no,2424,Average (60-75%)
2425.0,18,female,ews,sikkim,architecture,cet,43,60.98,1,0.126,admitted,no,2425,Average (60-75%)
2426.0,19,other,st,maharashtra,agriculture,cet,145,91.74,10,0.582,admitted,yes,2426,Elite (90%+)
2427.0,17,female,ews,rajasthan,commerce,none,0,66.98,4,0.195,rejected,no,2427,Average (60-75%)
2428.0,18,female,sc,tripura,management,none,0,79.38,8,0.358,rejected,no,2428,High (75-90%)
2429.0,20,male,general,tamil nadu,law,cet,40,74.44,8,0.349,rejected,no,2429,Average (60-75%)
2430.0,18,female,sc,uttar pradesh,pharmacy,cet,11,82.17,6,0.349,admitted,no,2430,High (75-90%)
2431.0,17,male,st,jharkhand,pharmacy,cet,170,82.67,3,0.406,rejected,no,2431,High (75-90%)
2432.0,19,male,obc,kerala,law,cet,144,59.58,4,0.239,rejected,no,2432,Below Average (<60%)
2433.0,17,male,sc,andhra pradesh,architecture,none,0,62.04,5,0.178,rejected,no,2433,Average (60-75%)
2434.0,18,female,sc,bihar,arts,none,0,65.95,2,0.152,rejected,no,2434,Average (60-75%)
2435.0,18,other,obc,sikkim,medical,neet,163,89.7,0,0.398,admitted,yes,2435,High (75-90%)
2436.0,19,male,ews,himachal pradesh,arts,none,0,70.68,3,0.204,rejected,no,2436,Average (60-75%)
2437.0,19,male,sc,kerala,law,cet,186,81.33,7,0.479,rejected,no,2437,High (75-90%)
2438.0,19,female,ews,jharkhand,agriculture,cet,24,68.39,4,0.222,rejected,no,2438,Average (60-75%)
2439.0,20,male,general,tripura,architecture,cet,123,50.44,6,0.192,rejected,no,2439,Below Average (<60%)
2440.0,17,male,ews,telangana,law,none,0,77.04,4,0.269,admitted,no,2440,High (75-90%)
2441.0,18,female,st,punjab,agriculture,cet,137,68.0,9,0.386,rejected,no,2441,Average (60-75%)
2442.0,17,female,st,uttar pradesh,engineering,jee,125,91.75,3,0.441,rejected,no,2442,Elite (90%+)
2443.0,17,male,obc,manipur,management,none,0,91.6,4,0.374,rejected,no,2443,Elite (90%+)
2444.0,17,male,general,chhattisgarh,nursing,cet,43,82.64,3,0.32,rejected,no,2444,High (75-90%)
2445.0,19,male,obc,mizoram,management,cet,0,55.0,9,0.199,rejected,no,2445,Below Average (<60%)
2446.0,20,other,sc,andhra pradesh,architecture,cet,144,82.51,5,0.423,admitted,no,2446,High (75-90%)
2447.0,20,female,obc,karnataka,pharmacy,cet,171,72.31,9,0.44,rejected,no,2447,Average (60-75%)
2448.0,19,other,general,sikkim,medical,neet,330,97.54,8,0.712,admitted,yes,2448,Elite (90%+)
2449.0,20,male,general,chhattisgarh,medical,neet,233,75.83,6,0.453,rejected,no,2449,High (75-90%)
2450.0,17,other,st,manipur,medical,neet,260,63.17,3,0.325,rejected,no,2450,Average (60-75%)
2451.0,20,male,st,rajasthan,nursing,none,0,80.07,4,0.291,rejected,no,2451,High (75-90%)
2452.0,20,other,general,punjab,arts,cet,154,77.36,9,0.465,admitted,yes,2452,High (75-90%)
2453.0,17,other,st,meghalaya,nursing,cet,12,68.14,4,0.212,rejected,no,2453,Average (60-75%)
2454.0,18,female,ews,himachal pradesh,architecture,cet,196,84.73,6,0.493,admitted,no,2454,High (75-90%)
2455.0,20,other,ews,gujarat,computer applications,none,0,74.99,1,0.199,admitted,no,2455,Average (60-75%)
2456.0,18,other,general,chhattisgarh,nursing,none,0,72.63,4,0.236,rejected,no,2456,Average (60-75%)
2457.0,20,other,sc,punjab,pharmacy,none,0,98.38,6,0.46,rejected,no,2457,Elite (90%+)
2458.0,20,male,general,gujarat,engineering,jee,88,76.66,8,0.398,rejected,no,2458,High (75-90%)
2459.0,18,male,general,mizoram,computer applications,cet,197,74.78,9,0.475,admitted,yes,2459,Average (60-75%)
2460.0,17,other,ews,arunachal pradesh,arts,none,0,90.65,2,0.331,admitted,yes,2460,Elite (90%+)
2461.0,18,other,ews,haryana,medical,neet,188,87.26,0,0.397,rejected,no,2461,High (75-90%)
2462.0,17,female,obc,karnataka,commerce,none,0,56.82,6,0.158,rejected,no,2462,Below Average (<60%)
2463.0,18,male,sc,rajasthan,nursing,cet,81,75.47,0,0.239,rejected,no,2463,High (75-90%)
2464.0,19,female,general,assam,law,none,0,66.2,7,0.244,admitted,no,2464,Average (60-75%)
2465.0,18,female,ews,madhya pradesh,pharmacy,none,0,82.16,9,0.396,rejected,no,2465,High (75-90%)
2466.0,17,female,sc,madhya pradesh,computer applications,cet,149,68.63,10,0.417,rejected,no,2466,Average (60-75%)
2467.0,18,female,obc,himachal pradesh,pharmacy,cet,46,81.88,2,0.298,admitted,no,2467,High (75-90%)
2468.0,19,other,ews,rajasthan,medical,neet,360,74.39,5,0.51,rejected,no,2468,Average (60-75%)
2469.0,17,female,general,uttar pradesh,medical,neet,258,74.23,3,0.404,admitted,no,2469,Average (60-75%)
2470.0,17,other,obc,arunachal pradesh,nursing,cet,182,97.85,6,0.578,admitted,yes,2470,Elite (90%+)
2471.0,20,male,st,tripura,science,cet,59,95.49,6,0.478,rejected,no,2471,Elite (90%+)
2472.0,17,other,sc,telangana,commerce,none,0,99.23,7,0.484,admitted,yes,2472,Elite (90%+)
2473.0,18,other,st,sikkim,engineering,cet,16,82.35,6,0.354,rejected,no,2473,High (75-90%)
2474.0,17,female,obc,bihar,computer applications,none,0,85.62,1,0.276,admitted,yes,2474,High (75-90%)
2475.0,17,female,st,karnataka,pharmacy,cet,160,59.6,1,0.195,rejected,no,2475,Below Average (<60%)
2476.0,18,female,sc,nagaland,architecture,cet,102,53.42,10,0.275,rejected,no,2476,Below Average (<60%)
2477.0,19,female,general,goa,science,none,0,61.95,10,0.268,admitted,yes,2477,Average (60-75%)
2478.0,17,other,obc,gujarat,pharmacy,none,0,67.17,7,0.251,rejected,no,2478,Average (60-75%)
2479.0,17,male,obc,manipur,pharmacy,none,0,54.09,5,0.12,rejected,no,2479,Below Average (<60%)
2480.0,17,female,sc,sikkim,agriculture,cet,37,71.84,4,0.256,admitted,no,2480,Average (60-75%)
2481.0,19,other,sc,chhattisgarh,management,none,0,70.73,4,0.223,rejected,no,2481,Average (60-75%)
2482.0,20,female,sc,andhra pradesh,architecture,none,0,80.51,0,0.221,rejected,no,2482,High (75-90%)
2483.0,17,female,general,uttar pradesh,management,none,0,93.8,10,0.499,admitted,yes,2483,Elite (90%+)
2484.0,18,female,ews,karnataka,computer applications,none,0,95.04,5,0.417,rejected,no,2484,Elite (90%+)
2485.0,18,female,st,arunachal pradesh,science,none,0,82.21,8,0.379,rejected,no,2485,High (75-90%)
2486.0,18,female,st,uttar pradesh,architecture,cet,48,95.34,7,0.488,admitted,yes,2486,Elite (90%+)
2487.0,17,other,obc,haryana,nursing,cet,27,61.09,4,0.171,admitted,no,2487,Average (60-75%)
2488.0,17,other,st,assam,management,none,0,77.43,3,0.253,rejected,no,2488,High (75-90%)
2489.0,19,other,obc,nagaland,agriculture,none,0,94.63,7,0.451,admitted,yes,2489,Elite (90%+)
2490.0,18,female,sc,punjab,engineering,cet,92,96.79,6,0.51,admitted,yes,2490,Elite (90%+)
2491.0,18,other,obc,bihar,agriculture,cet,33,99.53,0,0.383,rejected,no,2491,Elite (90%+)
2492.0,18,other,obc,odisha,architecture,cet,39,90.48,2,0.356,rejected,no,2492,Elite (90%+)
2493.0,20,male,st,jharkhand,science,none,0,53.37,4,0.097,admitted,no,2493,Below Average (<60%)
2494.0,19,other,obc,himachal pradesh,agriculture,cet,36,89.4,1,0.328,rejected,no,2494,High (75-90%)
